id,product_id,user_name,rate_stars,review_title,review_date,comment_content,sentiment,label_issue
1944,B00061MULK,Aryn,1,Not even neighborhood animals would touch it,8/28/20,"I was trying various ""stick"" type treats for my cat since those are his favorite; he loves chewing, and I was hoping to find some that gave him a little more to chew on and not be scarfed down. Well, these are not it, because he didn't even register that it was food. He sniffed it, and then rubbed his face on it and walked off.Ok, I certainly don't blame a product for my cat not liking it; cats can have different taste just like people. As I do with many treats my cat doesn't care for, I tried giving it to my neighbor's outdoor cat who visits daily (needless to say, for treats). She was completely uninterested. I laid it on the doormat thinking she might go for it eventually, and I had to go back to work and forgot about it. Over the next couple hours, not one but two of my neighbor's dogs came by (up to my door, where they stare intently at my cat through the screen). The NEXT DAY, after which who knows what else (including y'know, bugs and other wildlife) could have eaten the blasted thing, there it was, whole, on my door mat.I'm not positive what is in this, but whatever it is, it must be really, really unappetizing.",Negative,Palatability
1948,B00061MULK,Cady L,2,Cat just batted it around,3/13/22,"Got these for our adolescent cat who seems to chew on most things, but these she just batted around like a stick. She'd pick them up in her mouth but they didn't seem to register as food unless I gave her a very, very small chunk, which is extremely hard to do. I recently bought a brand name version of a ""chicken stick"" and she went absolutely crazy for it and gobbled it right up. The texture was noticeably better as well.So if you want a hard stick your cat can throw around this will fit that bill, but otherwise it just wasn't worth it.",Negative,Value for Money
1949,B00061MULK,Mary,3,Not good!!!,4/21/22,My cat did not like the sticks at allShe refused them,Negative,Palatability
1951,B00061MULK,rasquiche,3,cats not interested,10/15/21,my cats weren't interest.  one chewed it a little.  the other tossed it out of her dish. if it were venetian blind drawstring flavored they would have liked them.,Negative,Palatability
1955,B00061MULK,Hanna,2,price is good but not for my cats,9/7/23,they didn't like it,Negative,Palatability
1957,B00061MULK,SECR,2,Will never buy again,1/28/23,"I will never buy again, I stupidly didn’t read the reviews first which I should’ve. Cats played with them like they were toys. Dogs loved them though. Please don’t buy for your cat(s).",Negative,Palatability
1958,B00061MULK,SJM,1,Not many cats like these,7/31/23,"I needed to spend a few more dollars to get qualify for a promotion. I thought I'd try these. My three cats didn't even sniff them. I then took them to work (a veterinary hospital) and offered them to other cats. Overall I tested them on about 20 cats (I sent them home with the cats.) The result were that only 2 actually ate them. Another two did lick their chew stick a little. A few played with them but only by batting them around. The rest of the cat ignored them. If you're lucky, you may own the occasional cat that likes them.",Negative,Palatability
1959,B00061MULK,KJ,4,Not sure,3/13/23,My cats will not eat these they just play with them.,Negative,Palatability
1960,B00061MULK,amber,4,Great for cats who with pica,6/15/21,My cat chews through absolutely everything. from my tv (I know) and plastic to wires and wood. At first my cat was confused. It seemed like she liked the smell but she left it alone for a while. I figured it was too long/big so I cut it in half and now shes busy chewing on that instead of my apartment. The only downside is that she's starting to think its a toy -.-,Negative,Product Quality Issue
1961,B00061MULK,Cathy Halstead,2,A no.,5/17/23,They hate them. Won't even try to go near them let alone chew and eat them.,Negative,Palatability
1964,B00061MULK,Nowhere,4,Cat Thought It Was A Chew Toy Until I Held it Up To Her Mouth,12/27/20,These have no scent so my cat didn't get that it was something to eat and just batted it around the room. Other than that these sticks are great but I had to hold it up to my cats mouth. She finally figured it out but still won't eat it unless we hold it in our hands for her. Maybe my cat is just an idiot-who knows!,Negative,Palatability
1965,B00061MULK,Cat,1,"These looked spoiled, cats hated them",3/23/23,"Unlike the yellow hued sticks in the photos, we received a very dark brown batch. We specifically got these because our male is a very heavy chewer. At this point we often refer to him as 'the dog', despite not owning any dogs. He chews that much. On everything ( and I mean everything.) But he ignores these. He sniffed them once, licked a few times, bit once, and then spat it out. The other cat barely even looked at them. I don't know if we got a bad batch or if they're just that unappetizing. Either way, I would not purchase again.",Negative,Palatability
1966,B00061MULK,Tyler,2,Cat just wasn't very interested unfortunately,12/26/22,"Seems like a decent product, includes a fair amount for the price. Unfortunately my cat wasn't very interested in them. Perhaps every cat has a difference but Unfortunately mine was not interested in them.",Negative,Palatability
1967,B00061MULK,Bennie,2,My cats didn't like it,3/25/23,I have 3 cats and am always looking for new treats. I tried these hoping the form would be appealing. None of them will eat these treats even when I cut them up.  So sorry to say this.,Negative,Palatability
1970,B00061MULK,Dana Hoffman-Pennesi,3,They look like brown glue sticks that go into a glue gun,2/5/16,I was really excited to try these with my cat because of the other reviews. When I received the treats I was immediately skeptical. They look like brown glue sticks that go into a glue gun. My cat was less than interested in the treat. I inspected a bit and they have no smell at all so I'm confused how these would attract an animal if they don't even seem appetizing. I'm still going to try to entice my cat to try them and I'm sure they can work well for others. I just don't have a lot of hope for my cat.,Negative,Palatability
1971,B00061MULK,Amazon Customer,3,Chewy and sticky,8/7/21,One cat enjoyed it as she takes her time eating.  Other cat is a gobbler and he bit off a section of the stick which then got stuck in his mouth somehow. Pulled it out and it was sticky from his saliva.,Negative,Safety Concerns
1972,B00061MULK,Lindsey Haynes,5,Perfect for cats that chew on everything!,8/12/22,"My cat chews on everything! My blinds are ruined, some of my precious books are ruined. She loves to chew on plastic and cardboard. I get so worried she is going to swallow something that will hurt her. These chew sticks are perfect for her and I don’t have to worry about it being bad for her when she swallows it. I always make sure I take them on trips too because I don’t want to have to pay for damages to anything!",Negative,Health Issues
1983,B00HHIM4LG,Sharon,1,SMALL CHEW STICKS CHOKING HAZARD,4/23/20,"My dog loves the vanilla mint, and my daughter’s dogs. One is 10 lb dog, other is 100 lb dog. They both hate this banana flavor. Also the size is too small and hard for both these dogs to enjoy. The pieces are too short which can cause choking. My small dog has been eating the larger vanilla twistex for 8 years. The larger longer ones work fine. A few weeks ago he got the smaller one stuck in his throat. This is only tome this has happened because we usually get longer ones. So be careful ordering small size. We only get larger size now. Then when it gets too small my dog leaves it walk away.  We throw away the remainder. Order the large ones even for small breeds!",Negative,Health Issues
2001,B00HHIM4LG,Miss Daisy,1,Not worth the money,5/12/22,They are hard as rocks. I buy non rawhide bones for my dogs but they couldn’t even put teeth marks in these!,Negative,Product Quality Issue
2003,B00HHIM4LG,Beloved,1,Contains known Carcenogin,5/5/16,"I bought a bunch of these because my dog seemed to like them, but then I started to wonder what was in these because I  wanted to give her one a day for her teeth. It contains sodium hexametaphosphate. This is a substance known to cause pancreatic cancer if consumed frequently. So, no...I will not be purchasing these again. I am going to see if I can get a refund. Otherwise, they will be thrown out.",Negative,Health Issues
2009,B00HHIM4LG,Oz@Beach,1,Hard as a rock and turned down by 5 dogs,1/4/20,These are horrible.  Hard as a rock and not even breakable let alone chewable.  Not a dog in my neighborhood was the least bit interested.  I'd return them if I could...,Negative,Product Quality Issue
2016,B00HHIM4LG,Beth M. Krzaczek,1,Yorkie Boycott!!,8/31/17,"My Yorkies hated these treats.  I purchased these to substitute the yogurt ones I had purchased from Aldi's which were no longer in stock.  My spoiled dogs would starve before eating these, so they ended up in the trash.",Negative,Palatability
2018,B00HHIM4LG,Reader2016,1,Hard as a rock,4/3/17,"These are hard as a rock and have no give. I have a senior (chihuahua) dog and his poor little mouth didn't stand a chance. I rated it so low because of that. Younger, bigger dogs might love them.",Negative,Product Quality Issue
2019,B00HHIM4LG,Wilma F.,1,I have one that will eat anything and doesn't like these.,3/28/17,My dogs won't eat them.  I have one that will eat anything and doesn't like these.,Negative,Palatability
2020,B00HHIM4LG,E. Constable,1,Dogs hated these,1/21/19,My dogs flat out rejected these.,Negative,Palatability
2029,B00HHIM4LG,V. Tran,2,Great starter teething treat for puppies,5/10/17,My dogs love this treat and it is good for small dogs that have not graduated to chewing really tough treats yet.  But more than 1 of these twistix and they get diarrhea... I keep them now just as a laxative for them if ever they need it.,Negative,Health Issues
2039,B003AYCVVY,CS,1,Contains carrageen,8/17/14,"* Updated October 2014 *. I used to love these treats for my dog until I realized they contain carrageen. With all the sever health issues reported from carrageenan ingestion in humans, you'd think that pet companies like this would remove it from their ingredients and replace it with another safer choice.  Until the company removes this ingredient, I cannot recommend.  It's a shame because these are great dental chews that are not hard on the teeth and my dog loves them.",Negative,Health Issues
2041,B003AYCVVY,Iveta Babiakova,4,100% increase in price???,3/1/16,What happened??? I have been buying these for over a year and they were selling between 3.99 - 5.81 as add on item. Most of the time the cost was under 5 USD. All of  a sudden the cost increased over 100 percent in just a few weeks! My dog loves them and will sit and beg at 3 pm until he gets one every day but now we won't be able to afford them for this new price. It will be heartbreaking to look at his sad face waiting for his favorite treat and not getting any. Really hope this is just temporary. Taking star off because of this.,Negative,Value for Money
2045,B003AYCVVY,zoydster,5,I keep looking for the cheaper models of this absolute favorite of my little guy's world,2/20/15,"Are these getting more and more expensive? I keep looking for the cheaper models of this absolute favorite of my little guy's world. He practically screams when I say ""it's chew time."" He gets a half of one every night like clockwork, and because of this he always seems to know what time it is really. The other problem besides price would be that they disappear in a flash. I keep them in the fridge so they'll at least be a little harder to wolf down. Can you please make them last longer and then I won't mind the price as much. Pretty soon I'm afraid we're not going to be able to afford these awesome gold nuggets of a treat.",Negative,Value for Money
2066,B003AYCVVY,Josh Bossie,2,"Appears to cause stomach issues, not cure them",5/13/13,"Our dog often has stomach problems, so we're always looking for treats that won't make her condition any worse. This product seemed perfect, at least in theory - what's better for her gut health than a product literally called ""Gut Health Dental Chew""?Well, whatever the name claims, whenever she has one of these treats she almost immediately has diarrhea. As those with dogs can attest to, it's difficult to accurately link what a dog eats with how it affects their bowels, but we saw it happen enough to not be a coincidence.She does love them, though. At least, until she has to wipe her butt on the ground.",Negative,Health Issues
2068,B003AYCVVY,Vilya57,3,these treats actually seemed to upset his tummy- He liked the flavor,1/13/16,"My dog has a sensitive stomach, and I supplement his food with enzymes and probiotics- unfortunately, these treats actually seemed to upset his tummy- He liked the flavor, and they are probably fine for some dogs, but just didn't work with mine.  Will stick with the Anti-Oxidant flavor, which doesn't upset his stomach.",Negative,Health Issues
2093,B003AYCVVY,jm,3,"Good ingredients, but bad taste.",2/19/16,The good news is I really like the ingredient list and one stick lasts forever. The bad news is that it lasts forever because my dog really doesn't seem to like the taste.,Negative,Palatability
2095,B003AYCVVY,Jackie S,1,Disappointed beagle,8/28/19,"I specifically ordered the old formula made with rice and not potatoes. I got what I thought was the last 3, spending more than I wanted to because it's so darn hard to find a dental stick with ingredients he can eat. UPS arrived today and we both celebrated because HIS treats were finally here. I opened the box to find 3 bags with the new ingredients he can't eat. My poor disappointed buddy.",Negative,Purchase and Return Policy
2097,B003AYCVVY,Cindy,3,"Dogs not to interested in it, but they ate it.",6/13/14,Not much to say about this product.  It could have just been my dogs preference.  I do not plan on ordering just because my dogs did not like it as much as other similar products.,Negative,Palatability
2115,B003AYCVVY,Linda S. Aragon,4,Four Stars,2/23/16,ok but dont last long,Negative,Product Quality Issue
2120,B003AYCVVY,bobbie,3,They might be good as a shirt pocket but my old dog doesn't ...,3/30/16,They might be good as a shirt pocket but my old dog doesn't seem interested chewed one for a while,Negative,Palatability
2130,B003AYCVVY,Maria,3,Dogs like it,6/13/14,"It is OK, but it is a little expensive. I found one brand better and cheaper at the local pet store.",Negative,Value for Money
2138,B09JKJ871B,Bacon Overlord,3,Watch your puppy very carefully with this,6/23/23,My puppy ended up swallowing a piece of this and we had to take him to the ER.  He was vomiting and couldn't keep anything down (it was lodged somewhere).  Thankfully after a day or so he was able to apparently digest it and got back to normal.Big scare though.Watch your puppies VERY carefully with these.,Negative,Safety Concerns
2140,B09JKJ871B,Janette M Harris,2,Not Safe,10/28/23,"The puppy rings are not safe for puppies that are heavy chewers.  I have a 12 week old border collie mix and she chews on everything.  After reading the ingredients and reviews I thought it would keep her busy chewing.  Well, she ate the whole ring in 15 minutes.  She woke up this morning lethargic and wouldn’t eat.  I took her to the emergency vet which is an hour away and paid over $900 to have her x-rayed for blockage.  Be very careful before giving this to your puppy.  My older dog ate one and was just fine.",Negative,Health Issues
2142,B09JKJ871B,Amazon Customer,4,Puppy chews,5/10/22,Loved these for a little while. Hates the pumpkin flavor,Negative,Palatability
2145,B09JKJ871B,koko,1,Breaks into chokable pieces,7/31/23,"I usually buy the normal puppy teething rings, but decided to try the “Plus” version since my pup is super mouthy. I always break them in half because of the serving sizes recommendations. These ones felt super critter and just broke into small pieces when doing This. I gave a larger piece to my pup under supervision and she immediate broke it into small pieces like I did. These small pieces are a choking hazard so didn’t give them to her. I’d say stick to the normal rings and stay away from Plus",Negative,Safety Concerns
2147,B09JKJ871B,Ashley,2,Does not last,4/30/23,"My 15 week old puppy ate these in 5 minutes, these do not last as long as other teething bones.",Negative,Product Quality Issue
2149,B09JKJ871B,Angela D,1,Plus? Do not last a second longer than others,10/19/23,These rings are plus in the cost column however not in performance.,Negative,Value for Money
2150,B09JKJ871B,Amazon Customer,1,May upset stomach/cause diarrhea,8/3/22,"I bought these to give to my 12 wk old Boxer puppies for teethe, plus my 2 older dogs thought they needed one too of course (both 5) and they loved them.  But the next morning every single one of my dogs had liquid diarrhea.  That's the only thing they had that was the same.  Otherwise they all seem fine, no temps playing like normal, good appetites, so pretty sure it's not some kind of sickness that coincidentally happened at the same time.",Negative,Health Issues
2151,B09JKJ871B,elle,1,Not for aggressive puppy teething,4/25/23,"My 13-week old Labrador retriever puppy chewed through this ring in less than a minute, and had little pieces scattered all around.  Will be donating the rest of the bag.",Negative,Safety Concerns
2152,B09JKJ871B,Sydney,1,Not long lasting,5/24/23,These did not last any longer than the regular kind. The regular actually last longer.,Negative,Value for Money
2153,B09JKJ871B,jknight,1,Upset stomach,8/17/22,My puppy loves them but it has torn his stomach UP. BADLY. I won’t give him another one. He’s an 8 week old bulldog,Negative,Health Issues
2156,B09JKJ871B,Rachel Moore,5,Puppy loves it,9/6/22,Nice chew treat.. doesn’t last long for a medium breed puppy,Negative,Product Quality Issue
2163,B01HUX3NNU,Jay W,3,"My Cat Spit it Out, My Daughters Cats Too",11/24/23,"They look and smell good, look to have good ingredients. Unfortunately my cat wouldn't eat it. I tried twice and both times she spit it out. I gave them to my daughter who has two cats and she said they would not eat them as well. Very odd because my cat isn't very picky and her cats are not picky either.",Negative,Palatability
2165,B01HUX3NNU,Tiffany Dulaney,1,Disappointed,1/19/24,"My cat has been eating these treats for over a year now. I got these treats because she has a hard time going to the bathroom & these are for digestive health...they HAVE not helped at all & like I said its been over a year. But yes I continued to buy these treats,not because they helped but because she loves them so much,or did...lately I've noticed the treats are different. They have always been a little moist. Lately they are more moist then they have ever been.i was scared to feed them to her because they looked darker in color & very vey moist!!! I reached out to Amazon, they just gave me a credit gift card. So I tried again thinking maybe I just got a bad bag. Nope same thing. I didn't reach out to Amazon. Waited a week or two. My cat loves these and I was upset! So I figured I'll try one more time to buy these treats. We'll same thing! And my cat is not crazy about these so I know something isn't right!!! I called Amazon told them the issue, they can see from my account how many times I've purchased these treats! It was ALOT!! I told him something needs to be done about this. He gave me my money back on my card and said he was going to bring it up to the  company that makes these..I don't know if it going to change anything but I can say they lost me as a costumer buying these!!! I won't waste my $ on these to go in the trash! They don't even help my cat go to the bathroom!!!!",Negative,Health Issues
2172,B01HUX3NNU,Amazon Customer,4,Cat didn't like it so much,8/27/23,"My cat will eat anything! He literally attacked this one like he does for treats, but I could tell he didn't like the taste.",Negative,Palatability
2176,B01HUX3NNU,MJ,5,Cat likes it; Amazon shipping stinks,3/18/23,"Five stars for cat approval. She immediately went for the treat and when offered her a pinch of the crumbs (see below)  she licked it right up out of my hand and asked for more.Zero stars for Amazon’s shipping. I also purchased a six-lb bag of cat food; they came together in one large box. Predictably, the cat treat package appeared as if it had been repeatedly smashed or stomped on. About 1/4 of the treats remain whole. The rest are big crumbs or just cat treat dust (sandy texture). Amazon did provide me with a refund at my request.I will sprinkle the crumbs in with her kibble or on top of her wet topper so it doesn’t go to waste.  Will update my review to evaluate products claims if I see any improvement or change in her health.",Negative,Packaging
2181,B01HUX3NNU,CherylGelin,4,Missing items,8/12/23,I ordered three packages of these treats..only received one,Negative,Purchase and Return Policy
2187,B01HUX3NNU,Lisa Palmosina,4,What happened to the product?,9/12/22,"Our cats have been eating these treats for close to a year, and they love them. They're moist and easy to break in half for them. The two new packages I received about 2 weeks ago are dry, crumbly and falling apart. The pieces are unevenly sized and it's just a mess. Our cats don't care for them as much as the previous versions, and they make a mess. What happened? I hope it was a one time issue. I'll order one more time, and if they're the same way, I guess I'll move on. Original ones were fantastic.",Negative,Product Quality Issue
2190,B01HUX3NNU,Yara A,4,"I like it, but my cat doesn't",2/7/23,"My cat is not eating them, Which is so sad because I love the ingredients. However I also bought the other kind and I'm going to try and see if she will eat the one with the red packaging.Update: she didn't lol",Negative,Palatability
2197,B01HUX3NNU,Linda Jo Park,2,Crumby,10/9/23,"My cats would not eat them. That's my cats. Picky taste buds. The two stars is for the treats are fragile. They don't stay solid. Half of them were reduced to nothing but small crumbs when I opened the package. When I picked up a couple with my fingers they disintegrated. Between that and the refusal to be eaten, I've tossed them.",Negative,Palatability
2202,B01HUX3NNU,Fluttrz,1,My 3 cats won't eat them!,10/28/23,"I wanted to give these treats every chance before I wrote this review. My cats are their store bought and left these behind. My cats love ""nums"". What we call cat treats. After our old male cat would mouth the ""nums"" when he wanted them. There has never been a treat they didn't like.  Until I bought these. My 5 year female ate a few the first time I gave them to her. The other 2, one being a 6th month old kitten who eats almost everything would not even lick the treats. My female kitty got sick about a hour later. Not sure if it was related but she wouldn't even come near them. I mixed their favorite grocery treats and these to see if they would eat them that way as I said above they left them on the floor.I will go back to the brand I know works and they all like.I hope this review helps.All cats are different.",Negative,Palatability
2206,B01HUX3NNU,Julli,2,"These are great, but always come completely obliterated",8/22/23,"Edit: I have no contacted this company three times and they've never gotten back to me. I'm tired of receiving completely smashed and crumbled bags of this that I can't use. I've canceled my subscription and it will no longer be buying it. I wish they weren't always completely smashed. They do seem to work.. those that I can use that is. Expensive for only getting like, 10.",Negative,Purchase and Return Policy
2207,B01HUX3NNU,dALE,3,Something Bad happened,9/27/22,"The item on the right of picture (order from Amazon) best before date 9/28/22 is totally different. My cat refused to eat it. Texture is crumbly and dry. I ordered 2 and cannot return or get refund. The item on the left purchased from local store (and cheaper) BBD 3/23/22 is excellent. This is the product my cat loves and i expected. Don't know what happened, but i will only purchase in person from now on, as I can see the product through the window.",Negative,Product Quality Issue
2210,B01HUX3NNU,Sandra Merwin,2,Cat treats broken pieces,9/30/23,These cat treats are all broken up.  Not whole pieces.  Cat is not sure about the flavor of the treats. Will look more carefully on reviews and seeing if they are returnable.,Negative,Product Quality Issue
2213,B01HUX3NNU,pup24pup,5,She used to love these,11/20/22,"But last order the consistency and size was different. Used to be dense, now you can squish these easily between you fingers and she walks away from them. Something is different and they used to be one of her 2 favorite treats. I will order one more bag, hoping they go back to what they were. If not, I’ll donate what have to a shelter and won’t purchase more. She’s been eating these for years.",Negative,Product Quality Issue
2215,B01HUX3NNU,TwinMom,3,Furball relief,7/24/22,"Being cat treats, I can’t really speak to the flavor, etc but my cat does turn his nose up at these initially every single time. When he figures out that it’s all he’s getting at the moment, he will eat them though. I half expected him not to be crazy about them because my animals always seem to feel the same way about healthier food options as I do…yuck, lol. This will probably be a one time purchase.",Negative,Palatability
2216,B01HUX3NNU,Jade L.,3,My cat didn't like it :(,8/8/22,"My cat has never refused a treat, but he did refuse this one. The only way I can get him to eat these is with trickery. When he did eat it he acted totally fine and had no issues (in personality or in the litter box), so it's probably a fine treat and my cat's just being strangely picky. If you have a picky eater I probably wouldn't recommend buying this.",Negative,Palatability
2227,B01HUX3NNU,Angel,3,Ragdoll hates it,7/27/20,"This was actually very cheap, and I liked that the treats were thick but soft enough to chew. I had to break the treats into half because they were just unusually big for my 8-lb Ragdoll. Unfortunately, she hates chicken flavor, so I could only give her 2 treats a day for 2 days max. The second day she threw up because she just didn't like it and I couldn't manage to give it to her the third day. I wish there was a fish or beef flavor of this digestive health treats since those are her favorite flavors. The scent was really strong too, so if your cat hates chicken flavor as well, they're definitely not going to eat this. I suggest giving like 2 treats in their food bowl and burying the scent with wet cat food.",Negative,Palatability
2228,B01HUX3NNU,Dianne Dickerson,3,The last packet was dry dry dry. They are suppose to be soft.,3/18/23,Way too dry. They are suppose to be soft!,Negative,Product Quality Issue
2231,B01HUX3NNU,DarlingNikki,3,Im crushed because they are crushed,9/8/22,We will see how these go but they basically arrived crushed.Im not sure why if you know you sell something that is softer and crumbly you would not use a canister.Kinda sad I have to bring this up.We can all learn something from pringles.,Negative,Product Quality Issue
2232,B01HUX3NNU,Jackielu,2,Diarrhea!,8/22/23,"Followed directions on back of package, poor baby ended up with diarrhea and poopy everywhere. Now I give one, once and while.",Negative,Health Issues
2233,B01HUX3NNU,E. Michl,3,Smell Awful. Cat's wouldn't eat them,5/12/21,"These treats smell strongly of chemicals. I was looking for a treat that was on the softer side for a kitty with sensitive teeth. while they are indeed soft they were voted as gross by our felines. Of the three cats in the house, only one would even consider eating these treats, one tried to burry them like something foul that had escaped from his litter box and the last one ran away whenever the treats were offered. I don't know if it was a bad batch or what, but these are not the treats for us.",Negative,Palatability
2235,B01HUX3NNU,S.T.,3,My cats say NO,5/24/22,"I don’t want to leave a bad review or rating but none of my cats liked it. Smelled it and they were like “Nope” and that’s it, I tried again and again but they won’t go near it. And one of them will eat anything. I’ll give it away, I guess.",Negative,Palatability
2237,B01HUX3NNU,rongat,5,Nope,7/7/23,Cat not interested. Will keep looking.,Negative,Palatability
2240,B01HUX3NNU,Aurora Collins,4,Cat loves it... but it came in crushed....,2/18/19,"I would have given this a full 5 stars, but I am giving it a four because my cat likes the taste of the treat; but the treats were crushed in the bag. Someone vacuum sealed the bag in another bag and I think that is what caused all the treats to crumble. It made a bit of a mess when I opened it. I would love to buy this product again, but only if it is intact.",Negative,Product Quality Issue
2242,B01HUX3NNU,Carlie,2,9 in 10 Cats didn't recommend,6/8/23,"My Havanas are picky, but these treat were given no notice at all.  I gave the opened bag to a coworker for her cat and that guy didn't like them either.  One more pass on to another coworker - no dice.  Maybe the company should stick with dog food.",Negative,Palatability
2244,B01HUX3NNU,Cathy Lyon An Avid Reader and Reviewer,2,No Can Do Kitty's,7/30/23,"Sadly, none of my three cats would eat them. And they do love chicken. But I couldn't get them to eat them. Sorry... :(",Negative,Palatability
2246,B01HUX3NNU,Bev,1,Horrible,2/4/24,"My kitty who eats anything, would NOT touch these. Were soft to touch, but I guess bad chicken smell didn’t win her over.",Negative,Palatability
2248,B01HUX3NNU,SublimeAmiga,1,My cat didn't like it,1/29/24,He refused to eat them. I buy him lots of different healthy treats and this is the first time he wouldn't eat them,Negative,Palatability
2249,B01HUX3NNU,amy sluka,3,Cats didn't like them,11/13/22,"One cat fussy, one cat not. Neither liked them so I am only doing one star.  Usually one or the other will eat something I buy.",Negative,Palatability
2251,B01HUX3NNU,Heather Youngblood,4,Make sure you get what you ordered,2/26/22,"Mixed reviews on taste. One cat loves them, one won't touch them.I received probiotic treats instead of hairball treats.",Negative,Palatability
2252,B01HUX3NNU,Amazon Customer,5,Great except Amazon doesn't know how to pack it,1/15/23,This is a great product but Amazon keeps putting it in bags and it is destroyed by the time it arrives. Replacement received looked the same as the first one that they were replacing. So Sad and irritating.,Negative,Packaging
2253,B01HUX3NNU,Devin Ann Erikson,4,It's just a matter of your cat's tastes!,6/15/18,"It smells like a good product and I had high hopes. Unfortunately 2 spoiled little cats decided they would not eat it. They even went to the extreme of taking it out of their bowl and putting it on the floor.  I know they at least put it in their mouth because the little bits were wet.  Fortunately, I had a friend who had two cats who absolutely love them. They even fought  over the last piece.",Negative,Palatability
2257,B01HUX3NNU,Tracy Kirk,3,Flavor aroma or lack of.,8/8/21,I have a six week old kitten he loves food but for the lack of aroma I literally have to crush the treats before he smells them and then he gets busy chomping them down but just putting them in his dish he walks right by em like there not even there.,Negative,Palatability
2264,B0CJZ69YMK,Danni,3,Very hard,11/18/23,"My dog seems to like the flavor of these sticks but it takes him forever to finish one because they are so hard. He likes to take his ""treats"" to his crate and chew on them there but he took one stick to his crate and gnawed on it for awhile, then lost interest and left it in his crate. I did notice he went back to it after awhile but normally he'll be in the crate until it is all gone. I suppose in one way that is good because it lasts awhile but on the opposite side of that, I do not want treats left in his crate. Overall, it just seems too hard for most dogs to chew on it.",Negative,Product Quality Issue
2265,B0CJZ69YMK,Loblady,2,Too Hard for My Dogs,11/4/23,"I’m always looking for grain free treats for my two rescues. I knew these sticks were large (about 6 inches each) but I figured I’d cut it in half and they could share one. Nope. I tried breaking it in two. My husband tried breaking it. We then tried cutting it. We could not cut it in half! So, I decided to let them each have one for a taste test. After a few minutes of gnawing, my old dog gave up and walked away. A few minutes later, my other dog yelped and dropped the stick. I think the hard ridge at the edge hit his gums causing pain so I took his away also. I’m giving two stars for ingredients and flavor but they were basically inedible by my dogs. I’d also be very careful of choking if your dog manages to bite off a small piece. A little softer and this could be a good product.",Negative,Product Quality Issue
2292,B09R6CH93J,Ella B,3,Puppy doesn't care about them,2/16/24,"My puppy has shown basically no interest in these. It seems like they're too small for him, but he still didn't care about them even when he was only 5 lbs. My bigger dog will snatch them up and eat them when my puppy leaves them behind though.",Negative,Palatability
2309,B09R6CH93J,Amazonian,3,Too soft,2/6/24,"My little Maltese eat these in a mater of seconds, was hoping they would be a little harder to slow down the consumption and allow them to chew.",Negative,Product Quality Issue
2311,B09R6CH93J,Bob Jopp,3,Watch your pets when they have them!!!,1/26/24,I dislike my 17 yr old poodle got a piece stuck on her tooth making for a very scary time...my poodles love them but you must keep close eye as they eat them...take away when its a small piece to prevent choking!!!,Negative,Safety Concerns
2315,B09R6CH93J,Victoria Buono,4,Wish I went with the rings instead,7/31/23,The sticks get lost easier than the rings would. Puppy is teething so I can give him this to stop biting what is wrong to bite. He enjoys the taste. Seems like it takes forever to finish one. They get gross or lost before I’ve seen him finish a single one. He loses interest in it quickly. It’s hard for him to hold. Makes me kinda nervous that he could choke on the shape.,Negative,Health Issues
2317,B09R6CH93J,Ronnitta,3,Does not work,12/28/23,I gave these to my puppy and it did nothing for thier urges to chew on stuff due to theething waste of money but a good snack,Negative,Value for Money
2322,B09R6CH93J,Marcus/Krystal,3,Eh,12/1/23,If you have a puppy that just tries to swallow treats whole like mine then this isn’t a good choice. My puppy chokes in these sticks every time so we stick with the bigger rings instead,Negative,Health Issues
2339,B09R6CH93J,NanaSuki,3,Teething sticks are very thin,8/2/23,"I bought these for my teething five lb puppy. She had difficulty holding the very thin chew stick. I held it for her as she chewed. But I threw it away after it was about two thirds eaten down. This is a choking hazard for a puppy.If you buy them supervise your puppy closely. I would never recommend these for puppy that is larger than 7 pounds. They may try to swallow it whole, and it will get lodged in their throat.",Negative,Health Issues
2357,B09R6CH93J,Nora,4,For Tiny Puppies,3/31/23,This is not for large breed puppies. My 4 month old golden could swallow it whole if I'd let him.,Negative,Safety Concerns
2358,B09R6CH93J,Stefanie,4,Puppy won’t eat it. My older dog does though.,1/21/23,"Bought this for my teething puppy, but he’s not into it. My other dog who is about four likes it. Takes him about 30 seconds to eat it though. Didn’t serve its purpose, so probably wouldn’t buy it again.",Negative,Palatability
2363,B09R6CH93J,Carol B,3,Dog teething sticks,8/14/23,I would not recommend these products for a puppy that is a heavy chewer.  Our dog chewed/ate these too quickly and it really upset his stomach for a number of days.,Negative,Health Issues
2377,B09R6CH93J,Chelsey,3,Didn’t last all day.. an expensive ‘treat’/not teething stick,5/27/23,My 8 week old cockapoo likes these however they are extremely small and she can finish 1 in 10 minutes. The packaging made it seem as though 1 stick should last all day. That is not the case. These are more of an expensive treat at this rate than an actual teething stick.,Negative,Value for Money
2379,B09R6CH93J,dya,3,Pup didn't really like them,5/21/23,"The product was okay.  My pup didn't really care for them.  She would eat it sometimes, but other times she totally ignored them.  I think they weren't flavorful enough.  Wouldn't purchase again.",Negative,Palatability
